score,label
64.39385986328125,0
750.0909423828125,0
79.24334716796875,0
391.86419677734375,0
141.47145080566406,0
157.80743408203125,0
320.9840087890625,0
111.42607879638672,0
44.603614807128906,0
109.98887634277344,0
276.6200866699219,0
300.9098815917969,0
319.0928955078125,0
106.86238861083984,0
273.7640380859375,0
130.42984008789062,0
146.3695526123047,0
107.26528930664062,0
330.05780029296875,0
59.62455368041992,0
143.66249084472656,0
190.4252471923828,0
349.33795166015625,0
577.3034057617188,0
242.86990356445312,0
59.521873474121094,0
72.5481185913086,0
165.97317504882812,0
103.24977111816406,0
141.02003479003906,0
111.34762573242188,0
330.15966796875,0
52.673614501953125,0
173.18060302734375,0
64.13893127441406,0
251.73458862304688,0
238.21551513671875,0
138.63455200195312,0
103.13748168945312,0
86.09536743164062,0
273.87603759765625,0
169.77256774902344,0
63.40158462524414,0
98.54545593261719,0
309.1046142578125,0
166.6552276611328,0
71.87127685546875,0
139.17483520507812,0
232.23245239257812,0
195.68438720703125,0
504.2896423339844,0
275.01446533203125,0
340.8384704589844,0
111.44583892822266,0
132.62957763671875,0
106.2120361328125,0
277.0225524902344,0
98.02057647705078,0
84.94758605957031,0
220.23269653320312,0
442.61993408203125,0
135.10118103027344,0
108.06631469726562,0
182.32545471191406,0
502.3021545410156,0
170.13253784179688,0
83.98159790039062,0
63.69398880004883,0
149.91795349121094,0
87.41748809814453,0
143.8563232421875,0
430.46453857421875,0
185.76040649414062,0
139.78431701660156,0
179.9976348876953,0
268.5653076171875,0
206.19894409179688,0
107.41384887695312,0
55.85771942138672,0
102.27323913574219,0
172.24127197265625,0
204.99166870117188,0
137.7443389892578,0
140.0780792236328,0
111.01628112792969,0
242.02218627929688,0
378.0452575683594,0
146.31362915039062,0
35.588531494140625,0
144.725341796875,0
235.65386962890625,0
343.5867919921875,0
190.79449462890625,0
31.75727081298828,0
248.211669921875,0
169.78668212890625,0
169.79037475585938,0
121.20069885253906,0
267.24932861328125,0
200.43771362304688,0
129.95391845703125,0
77.60279083251953,0
168.916748046875,0
120.80873107910156,0
166.676513671875,0
705.6422729492188,0
337.7674865722656,0
144.296875,0
67.70487976074219,0
653.9285888671875,0
118.62136840820312,0
229.10888671875,0
2495.358154296875,0
173.40293884277344,0
261.3341979980469,0
62.49018859863281,0
69.81771087646484,0
221.50381469726562,0
113.23004150390625,0
51.7275390625,0
72.81491088867188,0
352.7381591796875,0
165.31497192382812,0
146.58602905273438,0
102.97943878173828,0
166.017333984375,0
184.30567932128906,0
120.14697265625,0
295.0258483886719,0
123.25936126708984,0
174.6952362060547,0
191.06417846679688,0
155.05230712890625,0
485.87750244140625,0
160.08697509765625,0
157.38003540039062,0
75.68587493896484,0
128.65875244140625,0
513.60302734375,0
130.0101318359375,0
205.1304473876953,0
90.99163818359375,0
713.2241821289062,0
67.82289123535156,0
104.97036743164062,0
75.37380981445312,0
128.85946655273438,0
92.6530532836914,0
58.3322868347168,0
277.35986328125,0
172.00320434570312,0
311.34124755859375,0
280.9209289550781,0
92.57267761230469,0
117.6793212890625,0
986.9847412109375,0
93.68185424804688,0
45.72898483276367,0
247.31497192382812,0
138.1305694580078,0
123.76571655273438,0
643.9542846679688,0
177.2581787109375,0
204.2640380859375,0
40.68736267089844,0
137.7805633544922,0
443.6861877441406,0
111.14599609375,0
262.38018798828125,0
167.30059814453125,0
146.74339294433594,0
595.6525268554688,0
345.9627685546875,0
140.80856323242188,0
107.4764404296875,0
268.8935546875,0
107.39832305908203,0
696.5413208007812,0
105.38631439208984,0
227.14723205566406,0
83.51577758789062,0
138.72396850585938,0
137.64979553222656,0
194.82388305664062,0
139.16256713867188,0
169.86361694335938,0
406.3771057128906,0
59.522613525390625,0
148.12774658203125,0
141.21975708007812,0
62.772071838378906,0
60.07780838012695,0
455.59033203125,0
149.05580139160156,0
159.263916015625,0
149.76483154296875,0
113.87704467773438,0
335.81524658203125,0
105.8808364868164,0
113.99395751953125,0
116.36752319335938,0
81.32884979248047,0
162.0198974609375,0
135.75250244140625,0
197.74864196777344,0
129.1500244140625,0
1001.5887451171875,0
304.26458740234375,0
287.7884521484375,0
98.76847839355469,0
97.69189453125,0
192.7587890625,0
116.80227661132812,0
269.3932800292969,0
79.65333557128906,0
91.5159683227539,0
142.97097778320312,0
93.01856231689453,0
117.01731872558594,0
281.79718017578125,0
153.48565673828125,0
124.67375183105469,0
91.37451171875,0
199.4860076904297,0
401.5096740722656,0
223.30673217773438,0
183.60202026367188,0
198.77606201171875,0
441.07049560546875,0
177.24710083007812,0
138.58880615234375,0
77.11651611328125,0
236.29563903808594,0
105.01303100585938,0
170.40008544921875,0
110.05982971191406,0
160.06796264648438,0
68.73307800292969,0
102.03421020507812,0
107.36331176757812,0
191.38685607910156,0
186.0956573486328,0
133.0347900390625,0
142.9181365966797,0
193.10626220703125,0
3004.69384765625,0
202.3329620361328,0
613.9754028320312,0
158.51547241210938,0
118.76458740234375,0
124.64623260498047,0
106.39779663085938,0
377.4906921386719,0
185.63504028320312,0
91.65602111816406,0
340.0527038574219,0
66.24130249023438,0
543.0537109375,0
171.0830535888672,0
118.9197998046875,0
281.27081298828125,0
106.91456604003906,0
73.88838195800781,0
435.685302734375,0
117.9151840209961,0
216.889404296875,0
81.15370178222656,0
1854.8172607421875,0
99.97303009033203,0
151.80552673339844,0
315.6481018066406,0
88.91188049316406,0
161.35279846191406,0
138.46356201171875,0
308.05780029296875,0
148.1284637451172,0
370.26165771484375,0
514.4677124023438,0
438.448974609375,0
84.38951110839844,0
200.54904174804688,0
111.26609802246094,0
453.971923828125,0
209.8422088623047,0
88.02904510498047,0
218.13714599609375,0
346.066650390625,0
118.88587951660156,0
35.09562301635742,0
105.88914489746094,0
108.27244567871094,0
93.36250305175781,0
188.1450958251953,0
65.7147445678711,0
146.14788818359375,0
390.32781982421875,0
108.72364807128906,0
277.355224609375,0
184.11721801757812,0
130.72227478027344,0
83.51577758789062,0
100.72018432617188,0
308.0626220703125,0
137.32797241210938,0
179.66024780273438,0
542.0516967773438,0
131.43873596191406,0
154.32879638671875,0
159.58792114257812,0
92.20001220703125,0
105.46292877197266,0
179.60980224609375,0
141.9813995361328,0
1317.0113525390625,0
297.96826171875,0
81.35330200195312,0
120.67051696777344,0
71.15599060058594,0
179.6307830810547,0
356.9411315917969,0
243.30364990234375,0
297.46661376953125,0
178.020751953125,0
239.02255249023438,0
117.04531860351562,0
167.84011840820312,0
212.58645629882812,0
153.10984802246094,0
446.8953857421875,0
114.15333557128906,0
211.41775512695312,0
117.11341094970703,0
281.61309814453125,0
195.85061645507812,0
413.115478515625,0
278.25311279296875,0
148.844970703125,0
177.35507202148438,0
239.28436279296875,0
172.05364990234375,0
160.56558227539062,0
492.2214660644531,0
278.37646484375,0
120.90827178955078,0
158.58236694335938,0
379.1502990722656,0
95.4693832397461,0
70.25918579101562,0
70.97528076171875,0
105.97931671142578,0
188.5125274658203,0
84.17948913574219,0
105.43461608886719,0
346.260986328125,0
121.35700988769531,0
211.70108032226562,0
742.9346313476562,0
179.88705444335938,0
207.58816528320312,0
204.7528533935547,0
159.17483520507812,0
148.01734924316406,0
230.05877685546875,0
129.04348754882812,0
119.67533874511719,0
198.9222412109375,0
282.05206298828125,0
195.3179931640625,0
122.22280883789062,0
96.59867095947266,0
141.02944946289062,0
413.19512939453125,0
356.9830322265625,0
258.8655090332031,0
1133.6827392578125,0
102.59507751464844,0
437.86444091796875,0
177.4967803955078,0
49.82117462158203,0
96.80061340332031,0
118.03413391113281,0
152.71121215820312,0
342.1818542480469,0
93.87603759765625,0
234.69483947753906,0
408.31268310546875,0
87.19544982910156,0
80.49470520019531,0
96.8909683227539,0
265.00860595703125,0
87.5057601928711,0
115.9050064086914,0
159.4156951904297,0
109.52616119384766,0
79.3760757446289,0
